trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.7, 'e': 0.07372097807744857}",25,8,-12.945141792597328,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.7, 'e': 0.07352146220938077}",25,14,24.267512377477555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.07332355751067665}",30,22,12.620274398278227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.07312724241271307}",25,8,18.07166485617378,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.07293249574894728}",20,12,13.60178699321501,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 0.07273929674533079}",30,17,11.39104099420002,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.07254762501100116}",25,5,-14.619266634823797,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.7, 'e': 0.07235746052924216}",20,9,16.895585494675423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.07216878364870323}",25,17,16.828014512171656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 0.07198157507486945}",20,9,7.93875528192045,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.07179581586177382}",25,9,29.882071724759314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.0716114874039433}",20,3,18.78865248328747,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.07142857142857142}",20,0,7.486871514734502,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.07124704998790965}",35,0,27.405899904727082,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
198,False,"{'a': 0.7, 'e': 0.07106690545187015}",20,0,30.81048798880422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.7, 'e': 0.07088812050083358}",20,12,-51.42409855899038,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
200,False,"{'a': 0.7, 'e': 0.07071067811865475}",30,19,22.06054631492352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.07053456158585983}",20,1,-1.50272220298799,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.07035975447302918}",20,6,22.092792976443654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.07018624063435965}",25,0,-50.60366456627595,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
204,False,"{'a': 0.7, 'e': 0.07001400420140048}",25,11,4.398310542932187,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.06984302957695782}",25,0,22.652288401570484,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.7, 'e': 0.06967330142916177}",20,4,25.66246313449626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.06950480468569159}",30,0,41.4619183319774,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.7, 'e': 0.06933752452815364}",35,0,30.275222046290022,"{0: 32, 1: 3, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.7, 'e': 0.06917144638660747}",25,14,20.483978547342865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.06900655593423542}",25,11,2.071515410545591,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.06884283908215143}",30,2,3.5068405732633643,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.7, 'e': 0.06868028197434452}",20,14,9.570437102265302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.06851887098275317}",30,12,29.48276026755846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.06835859270246633}",20,12,11.50516776712842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.06819943394704735}",20,9,-25.335418863064227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.7, 'e': 0.06804138174397717}",20,0,28.964688147294087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.7, 'e': 0.06788442333021306}",25,5,18.080940170820725,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.06772854614785964}",20,6,27.15805306839005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.06757373783994859}",20,1,26.841458730603893,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.06741998624632421}",30,12,29.987691618730285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.06726727939963124}",20,0,10.21657908632974,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.7, 'e': 0.06711560552140243}",30,0,36.68655453067239,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.06696495301824251}",20,7,20.220756893644726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.0668153104781061}",20,2,0.14810535794133362,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.06666666666666667}",35,25,2.724518961325946,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 0.06651901052377393}",20,0,-21.023742822254427,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
227,False,"{'a': 0.7, 'e': 0.0663723311599972}",35,20,25.997696228035455,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.06622661785325219}",20,1,-0.8779314564397207,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.06608186004550898}",20,9,21.267355350983067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.0659380473395787}",20,0,18.69093353022533,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.7, 'e': 0.0657951694959769}",20,2,7.426612445747087,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.06565321642986127}",30,1,4.144441894197967,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.7, 'e': 0.06551217820804184}",25,0,14.109123661262446,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
234,False,"{'a': 0.7, 'e': 0.06537204504606134}",20,1,-14.739832084306506,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.7, 'e': 0.06523280730534423}",20,0,29.92569288619693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.06509445549041194}",30,14,-39.91007791604241,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
237,False,"{'a': 0.7, 'e': 0.06495698024616309}",30,15,2.7608072604733604,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.06482037235521644}",25,2,3.913569797645315,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.7, 'e': 0.06468462273531508}",20,7,15.99198691884965,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 0.06454972243679027}",30,15,21.709842359292466,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.06441566264008308}",20,9,8.467050963064583,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.0642824346533225}",20,12,14.256496704347834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.06415002990995841}",25,0,35.80417554771168,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.7, 'e': 0.06401843996644799}",20,2,-24.624934447350757,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.7, 'e': 0.06388765649999399}",35,27,14.851445304339176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.06375767130633382}",20,7,-1.382645505159656,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 0.06362847629757777}",30,0,11.937103580982836,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
248,False,"{'a': 0.7, 'e': 0.06350006350009525}",25,0,-0.6748570657441719,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.7, 'e': 0.06337242505244779}",25,0,19.165581859365773,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 0.06324555320336758}",25,16,14.155081967846298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 0.06311944030978031}",30,9,9.348626763558665,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 0.0629940788348712}",25,11,9.604447213380663,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.06286946134619315}",20,16,4.562091453860184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.06274558051381586}",30,16,-27.319174288464517,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.7, 'e': 0.06262242910851495}",20,4,-13.350272073313455,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.7, 'e': 0.0625}",20,8,9.51725156955176,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 0.06237828615518053}",20,14,-31.19944514222592,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.7, 'e': 0.062257280636469035}",20,10,19.01907201206312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.062136976600120006}",25,13,14.093284977118534,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 0.062017367294604234}",20,0,29.18807651251037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.7, 'e': 0.061898446059017294}",20,14,9.246966443132663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 0.06178020632152154}",20,0,23.38321807509103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.7, 'e': 0.061662641597820735}",25,16,13.21948150149369,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.06154574548966636}",20,0,27.836334395285977,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.06142951168339512}",35,18,27.81572476884843,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.06131393394849658}",25,2,34.810778513347074,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.06119900613621046}",20,3,19.63367711706522,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.06108472217815261}",25,7,-9.094802584995564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.7, 'e': 0.06097107608496923}",20,16,9.54527707727863,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.06085806194501846}",20,16,7.262128931135068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.0607456739230787}",25,8,-14.910765275719614,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.7, 'e': 0.06063390625908324}",20,3,-7.270619539404906,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.060522753266880246}",30,23,11.23144433392058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.0604122093330177}",25,5,-10.100303053311249,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.7, 'e': 0.060302268915552716}",20,12,14.309106158266047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.0601929265428846}",20,5,22.20208480681201,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.06008417681261097}",25,19,8.328011602269594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.05997601439040672}",30,12,28.68845234083018,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 0.05986843400892496}",25,18,11.92617852374992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.05976143046671968}",25,0,13.42405148846696,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
281,False,"{'a': 0.7, 'e': 0.05965499862718936}",30,1,14.234657045144678,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.05954913341754137}",25,7,34.37073110357444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.0594438298277764}",20,12,14.637987185306843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.05933908290969266}",20,10,-2.8109877079074623,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.05923488777590923}",25,9,-3.187195316478898,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.05913123959890826}",30,6,33.890697870747836,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.059028133610095526}",20,0,26.049948503421845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.05892556509887897}",20,8,24.435250215639194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.058823529411764705}",20,0,31.033366889953367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.058722021951470346}",25,0,20.83531779493862,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
291,False,"{'a': 0.7, 'e': 0.05862103817605492}",20,8,18.93015238003432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.058520573598065284}",20,11,16.95191724876896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.0584206237836986}",20,0,31.273058892430875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.7, 'e': 0.05832118435198043}",25,0,33.43104200521385,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.7, 'e': 0.0582222509739582}",20,3,30.264791653736264,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.05812381937190964}",20,15,8.261773727453274,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.058025885318565944}",25,16,8.793444859718075,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.057928444636349226}",25,0,-6.120110659601684,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
299,False,"{'a': 0.7, 'e': 0.05783149319662402}",30,15,26.224995795757103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.05773502691896257}",20,0,-9.269770238677676,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
301,False,"{'a': 0.7, 'e': 0.0576390417704235}",25,6,34.16492642756171,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.0575435337648436}",25,11,-19.156648289380755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.7, 'e': 0.0574484989621426}",25,9,24.58478634337786,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.057353933467640436}",30,12,27.64942829805731,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 0.057259833431386825}",25,17,14.814949095498447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.05716619504750295}",20,9,20.67973624766814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.05707301455353496}",25,17,10.827422966677052,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.05698028822981897}",20,15,7.276977957137504,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.05688801239885743}",30,2,33.111783471986776,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.05679618342470648}",25,15,16.545237928550897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.05670479771237427}",30,6,42.11577145265962,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.05661385170722978}",20,0,28.139307577221928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.05652334189442215}",20,6,24.94107693422014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.05643326479831003}",20,12,15.423864286888382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.0563436169819011}",30,17,22.226653863059603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.0562543950463012}",20,0,26.464067435445408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.7, 'e': 0.05616559563017304}",25,0,35.00640589425832,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.7, 'e': 0.056077215409204434}",20,11,12.084517072713933,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.05598925109558543}",30,16,7.84611997082768,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.05590169943749474}",20,9,17.619200764988705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.05581455721859476}",30,19,20.067848897411615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.05572782125753528}",20,14,9.170656105898379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.055641488407465724}",30,13,23.864144259298023,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.05555555555555555}",20,5,25.99065616491337,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 0.05547001962252291}",20,0,28.75009153544396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.7, 'e': 0.05538487756217113}",30,2,37.716964286719495,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.0553001263609331}",20,13,13.18988650447328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.05521576303742327}",20,2,31.958811195132053,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 0.055131784641997125}",30,0,46.68425213840453,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.7, 'e': 0.055048188256318034}",25,12,22.17444513394501,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.05496497099293127}",20,0,-12.690424083577803,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
332,False,"{'a': 0.7, 'e': 0.05488212999484517}",20,2,18.412035522411717,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 0.0547996624351191}",30,13,-14.09342286189147,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.7, 'e': 0.054717565516458275}",20,3,-1.2634775127104343,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.05463583647081531}",25,2,22.49771841584038,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.0545544725589981}",25,20,8.883850679128004,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 0.05447347107028433}",20,0,12.15475931344527,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
338,False,"{'a': 0.7, 'e': 0.05439282932204212}",30,17,-30.34242427467825,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.7, 'e': 0.054312544659356844}",25,12,-20.814216294173704,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
340,False,"{'a': 0.7, 'e': 0.05423261445466404}",25,11,9.567258870941526,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.05415303610738823}",25,12,23.40825486589262,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 0.05407380704358752}",20,0,26.24665859536824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.7, 'e': 0.05399492471560388}",25,14,24.05573976934615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 0.053916386601719206}",20,10,17.05463655424361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 0.05383819020581655}",25,5,-22.649190940872888,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
346,False,"{'a': 0.7, 'e': 0.053760333057047034}",25,11,30.575568245796084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 0.0536828127095019}",25,0,33.66896312687988,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.7, 'e': 0.05360562674188974}",20,8,8.055407904119468,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 0.05352877275721892}",20,0,36.55750273749945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.7, 'e': 0.05345224838248487}",20,5,20.9003477619528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 0.05337605126836238}",25,14,16.842543237002957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 0.053300179088902604}",35,11,18.010144872796975,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
353,False,"{'a': 0.7, 'e': 0.05322462954123495}",20,10,22.260975360174143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 0.05314940034527339}",25,12,19.97472608881788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 0.053074489243427524}",25,13,7.097087009140248,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 0.052999894000318}",20,15,9.415385881563646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7, 'e': 0.05292561240249631}",20,12,16.687045875563584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.7, 'e': 0.05285164225816899}",25,4,30.98289792655102,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.7, 'e': 0.05277798139692595}",25,11,23.472914719942764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.7, 'e': 0.05270462766947299}",25,17,14.575037543207667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.7, 'e': 0.05263157894736842}",30,22,15.547198381945991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.7, 'e': 0.052558833122763673}",25,10,27.540156818496875,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.7, 'e': 0.0524863881081478}",20,8,17.138393088799567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.7, 'e': 0.052414241836095915}",25,13,22.42241321258765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 0.052342392259021375}",25,0,-35.32649897997886,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
366,False,"{'a': 0.7, 'e': 0.05227083734893167}",30,21,18.84867682231074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.7, 'e': 0.052199575097188054}",35,18,31.324878402199875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.7, 'e': 0.05212860351426869}",20,6,-16.45565810759939,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
